WifeAge,WifeEdu,HusbandEdu,NumChildren,WifeReligion,WifeWorking,HusbandOccupation,StandardOfLivingIndex,MediaExposure,ContraceptiveMethod
27,LevelOne,LevelTwo,4,Islam,No,LevelThree,LevelOne,NotGood,NoContraceptive
19,LevelTwo,LevelThree,0,Islam,Yes,LevelTwo,LevelTwo,Good,NoContraceptive
27,LevelTwo,LevelFour,3,Islam,Yes,LevelThree,LevelTwo,Good,NoContraceptive
26,LevelFour,LevelThree,4,Islam,No,LevelTwo,LevelThree,Good,NoContraceptive
23,LevelTwo,LevelFour,2,Islam,No,LevelThree,LevelThree,Good,NoContraceptive
40,LevelThree,LevelThree,3,Islam,No,LevelThree,LevelTwo,Good,NoContraceptive
22,LevelFour,LevelFour,0,Islam,No,LevelOne,LevelOne,Good,NoContraceptive
44,LevelThree,LevelFour,4,Islam,Yes,LevelOne,LevelThree,Good,NoContraceptive
29,LevelTwo,LevelThree,2,Islam,No,LevelThree,LevelOne,Good,NoContraceptive
26,LevelTwo,LevelThree,3,Islam,No,LevelThree,LevelOne,Good,NoContraceptive
45,LevelFour,LevelFour,1,Islam,Yes,LevelThree,LevelThree,Good,NoContraceptive
32,LevelThree,LevelThree,7,Islam,Yes,LevelTwo,LevelThree,Good,NoContraceptive
21,LevelFour,LevelFour,1,Islam,No,LevelOne,LevelFour,Good,NoContraceptive
31,LevelTwo,LevelTwo,4,Islam,No,LevelThree,LevelThree,Good,NoContraceptive
21,LevelThree,LevelFour,0,Islam,No,LevelOne,LevelThree,Good,NoContraceptive
37,LevelFour,LevelFour,1,Islam,No,LevelOne,LevelFour,Good,NoContraceptive
34,LevelFour,LevelFour,3,NonIslam,Yes,LevelThree,LevelThree,Good,NoContraceptive
44,LevelThree,LevelFour,1,Islam,No,LevelOne,LevelThree,Good,NoContraceptive
49,LevelFour,LevelThree,5,Islam,No,LevelTwo,LevelThree,Good,NoContraceptive
26,LevelTwo,LevelThree,2,Islam,No,LevelThree,LevelThree,Good,NoContraceptive
38,LevelOne,LevelTwo,1,Islam,No,LevelTwo,LevelFour,NotGood,NoContraceptive
36,LevelTwo,LevelThree,5,Islam,No,LevelTwo,LevelThree,Good,NoContraceptive
26,LevelThree,LevelFour,2,Islam,No,LevelThree,LevelThree,Good,NoContraceptive
20,LevelTwo,LevelThree,1,NonIslam,No,LevelThree,LevelTwo,Good,NoContraceptive
44,LevelTwo,LevelOne,3,Islam,Yes,LevelThree,LevelTwo,Good,NoContraceptive
31,LevelThree,LevelFour,2,Islam,No,LevelOne,LevelTwo,NotGood,NoContraceptive
45,LevelFour,LevelFour,1,Islam,No,LevelOne,LevelThree,Good,NoContraceptive
36,LevelTwo,LevelThree,2,Islam,No,LevelThree,LevelTwo,NotGood,NoContraceptive
43,LevelOne,LevelThree,2,Islam,Yes,LevelTwo,LevelTwo,NotGood,NoContraceptive
25,LevelThree,LevelFour,0,Islam,No,LevelOne,LevelThree,Good,NoContraceptive
48,LevelThree,LevelFour,3,Islam,No,LevelThree,LevelOne,Good,NoContraceptive
30,LevelFour,LevelFour,0,NonIslam,Yes,LevelOne,LevelThree,Good,NoContraceptive
48,LevelOne,LevelTwo,8,Islam,No,LevelThree,LevelOne,Good,NoContraceptive
28,LevelThree,LevelFour,1,Islam,No,LevelThree,LevelOne,NotGood,NoContraceptive
26,LevelFour,LevelFour,1,Islam,No,LevelOne,LevelThree,Good,NoContraceptive
26,LevelThree,LevelThree,3,Islam,Yes,LevelTwo,LevelFour,Good,NoContraceptive
24,LevelFour,LevelFour,2,Islam,No,LevelThree,LevelThree,Good,NoContraceptive
21,LevelThree,LevelThree,2,Islam,No,LevelTwo,LevelTwo,Good,NoContraceptive
30,LevelFour,LevelFour,2,NonIslam,No,LevelThree,LevelOne,Good,NoContraceptive
20,LevelFour,LevelFour,1,Islam,No,LevelOne,LevelFour,Good,NoContraceptive
33,LevelFour,LevelFour,2,Islam,No,LevelOne,LevelThree,Good,NoContraceptive
30,LevelFour,LevelFour,0,NonIslam,Yes,LevelThree,LevelThree,Good,NoContraceptive
47,LevelFour,LevelFour,1,Islam,Yes,LevelOne,LevelThree,Good,NoContraceptive
35,LevelFour,LevelFour,2,NonIslam,No,LevelThree,LevelThree,Good,NoContraceptive
30,LevelTwo,LevelFour,2,Islam,No,LevelThree,LevelFour,Good,NoContraceptive
33,LevelFour,LevelFour,3,Islam,No,LevelOne,LevelFour,Good,NoContraceptive
45,LevelFour,LevelFour,4,Islam,No,LevelTwo,LevelThree,Good,NoContraceptive
41,LevelFour,LevelFour,2,Islam,No,LevelOne,LevelFour,Good,NoContraceptive
32,LevelFour,LevelFour,1,Islam,Yes,LevelOne,LevelThree,Good,NoContraceptive
43,LevelFour,LevelFour,5,Islam,No,LevelOne,LevelFour,Good,NoContraceptive
44,LevelFour,LevelFour,3,Islam,No,LevelTwo,LevelFour,Good,NoContraceptive
21,LevelOne,LevelThree,4,Islam,No,LevelThree,LevelTwo,Good,NoContraceptive
44,LevelThree,LevelFour,2,Islam,No,LevelOne,LevelFour,NotGood,NoContraceptive
23,LevelFour,LevelFour,2,Islam,No,LevelTwo,LevelFour,Good,NoContraceptive
47,LevelOne,LevelTwo,4,Islam,No,LevelTwo,LevelTwo,Good,NoContraceptive
47,LevelOne,LevelOne,7,Islam,No,LevelTwo,LevelThree,NotGood,NoContraceptive
35,LevelFour,LevelFour,2,Islam,Yes,LevelTwo,LevelFour,Good,NoContraceptive
32,LevelTwo,LevelFour,4,Islam,No,LevelThree,LevelTwo,Good,NoContraceptive
45,LevelOne,LevelFour,5,Islam,No,LevelOne,LevelTwo,NotGood,NoContraceptive
22,LevelTwo,LevelTwo,2,Islam,No,LevelThree,LevelOne,Good,NoContraceptive
23,LevelOne,LevelOne,3,Islam,No,LevelTwo,LevelOne,NotGood,NoContraceptive
30,LevelFour,LevelFour,0,Islam,Yes,LevelOne,LevelFour,Good,NoContraceptive
44,LevelOne,LevelThree,0,Islam,No,LevelTwo,LevelThree,Good,NoContraceptive
40,LevelThree,LevelThree,1,Islam,Yes,LevelThree,LevelThree,Good,NoContraceptive
34,LevelFour,LevelFour,4,Islam,No,LevelTwo,LevelThree,Good,NoContraceptive
37,LevelThree,LevelFour,1,Islam,No,LevelTwo,LevelFour,Good,NoContraceptive
49,LevelThree,LevelFour,5,Islam,No,LevelOne,LevelFour,Good,NoContraceptive
26,LevelFour,LevelFour,1,Islam,No,LevelOne,LevelFour,Good,NoContraceptive
22,LevelFour,LevelFour,0,Islam,No,LevelTwo,LevelFour,Good,NoContraceptive
20,LevelThree,LevelFour,0,Islam,Yes,LevelTwo,LevelFour,Good,NoContraceptive
47,LevelFour,LevelFour,4,Islam,No,LevelOne,LevelFour,Good,NoContraceptive
49,LevelTwo,LevelTwo,8,Islam,Yes,LevelThree,LevelOne,Good,NoContraceptive
22,LevelTwo,LevelFour,1,Islam,No,LevelTwo,LevelFour,Good,NoContraceptive
22,LevelThree,LevelThree,2,Islam,No,LevelThree,LevelFour,Good,NoContraceptive
25,LevelThree,LevelTwo,2,Islam,No,LevelThree,LevelTwo,Good,NoContraceptive
32,LevelTwo,LevelFour,0,Islam,Yes,LevelThree,LevelFour,Good,NoContraceptive
28,LevelFour,LevelFour,0,NonIslam,No,LevelOne,LevelThree,Good,NoContraceptive
30,LevelTwo,LevelFour,4,Islam,Yes,LevelOne,LevelFour,Good,NoContraceptive
45,LevelTwo,LevelFour,2,Islam,Yes,LevelTwo,LevelFour,Good,NoContraceptive
49,LevelTwo,LevelOne,10,Islam,Yes,LevelTwo,LevelFour,Good,NoContraceptive
34,LevelFour,LevelFour,2,Islam,Yes,LevelOne,LevelFour,Good,NoContraceptive
25,LevelTwo,LevelFour,1,Islam,No,LevelTwo,LevelTwo,Good,NoContraceptive
42,LevelOne,LevelThree,12,Islam,No,LevelThree,LevelThree,Good,NoContraceptive
48,LevelTwo,LevelOne,3,Islam,Yes,LevelFour,LevelThree,Good,NoContraceptive
35,LevelThree,LevelFour,5,Islam,Yes,LevelTwo,LevelTwo,Good,NoContraceptive
33,LevelTwo,LevelThree,1,Islam,No,LevelThree,LevelFour,Good,NoContraceptive
20,LevelTwo,LevelFour,0,Islam,No,LevelThree,LevelTwo,Good,NoContraceptive
36,LevelTwo,LevelThree,4,Islam,No,LevelThree,LevelOne,NotGood,NoContraceptive
19,LevelThree,LevelThree,2,Islam,No,LevelThree,LevelTwo,Good,NoContraceptive
27,LevelThree,LevelTwo,3,Islam,No,LevelThree,LevelTwo,Good,NoContraceptive
30,LevelOne,LevelTwo,4,Islam,No,LevelFour,LevelOne,Good,NoContraceptive
31,LevelThree,LevelFour,3,Islam,Yes,LevelThree,LevelTwo,Good,NoContraceptive
44,LevelOne,LevelOne,11,Islam,No,LevelFour,LevelOne,NotGood,NoContraceptive
24,LevelThree,LevelThree,2,Islam,No,LevelThree,LevelThree,Good,NoContraceptive
18,LevelThree,LevelFour,0,Islam,Yes,LevelThree,LevelOne,Good,NoContraceptive
45,LevelOne,LevelTwo,6,Islam,No,LevelThree,LevelThree,NotGood,NoContraceptive
25,LevelTwo,LevelTwo,3,Islam,Yes,LevelThree,LevelOne,Good,NoContraceptive
36,LevelThree,LevelFour,6,Islam,No,LevelTwo,LevelFour,Good,NoContraceptive
30,LevelOne,LevelOne,5,Islam,No,LevelTwo,LevelTwo,Good,NoContraceptive
32,LevelTwo,LevelFour,2,Islam,No,LevelThree,LevelThree,Good,NoContraceptive
42,LevelOne,LevelFour,11,NonIslam,No,LevelTwo,LevelTwo,NotGood,NoContraceptive
22,LevelTwo,LevelFour,0,Islam,No,LevelThree,LevelThree,Good,NoContraceptive
36,LevelTwo,LevelFour,2,Islam,Yes,LevelTwo,LevelFour,Good,NoContraceptive
27,LevelTwo,LevelThree,2,Islam,No,LevelThree,LevelThree,Good,NoContraceptive
40,LevelThree,LevelFour,1,Islam,No,LevelOne,LevelTwo,Good,NoContraceptive
22,LevelTwo,LevelThree,2,Islam,No,LevelThree,LevelOne,Good,NoContraceptive
26,LevelTwo,LevelFour,0,Islam,No,LevelThree,LevelOne,Good,NoContraceptive
31,LevelThree,LevelFour,0,Islam,Yes,LevelTwo,LevelThree,Good,NoContraceptive
32,LevelFour,LevelFour,1,Islam,No,LevelOne,LevelFour,Good,NoContraceptive
34,LevelTwo,LevelThree,3,Islam,Yes,LevelThree,LevelTwo,Good,NoContraceptive
40,LevelThree,LevelThree,1,NonIslam,No,LevelThree,LevelFour,Good,NoContraceptive
45,LevelOne,LevelTwo,1,Islam,Yes,LevelThree,LevelThree,Good,NoContraceptive
26,LevelThree,LevelFour,3,Islam,No,LevelThree,LevelTwo,Good,NoContraceptive
48,LevelOne,LevelThree,5,Islam,No,LevelThree,LevelTwo,Good,NoContraceptive
43,LevelOne,LevelThree,8,Islam,No,LevelThree,LevelOne,Good,NoContraceptive
27,LevelThree,LevelFour,2,Islam,Yes,LevelTwo,LevelTwo,Good,NoContraceptive
42,LevelThree,LevelTwo,1,Islam,No,LevelThree,LevelThree,Good,NoContraceptive
34,LevelThree,LevelTwo,8,Islam,Yes,LevelTwo,LevelThree,NotGood,NoContraceptive
32,LevelThree,LevelTwo,4,Islam,No,LevelTwo,LevelTwo,NotGood,NoContraceptive
31,LevelThree,LevelThree,2,Islam,Yes,LevelTwo,LevelThree,Good,NoContraceptive
22,LevelTwo,LevelThree,1,Islam,No,LevelThree,LevelThree,Good,NoContraceptive
27,LevelThree,LevelFour,0,Islam,No,LevelThree,LevelThree,Good,NoContraceptive
37,LevelOne,LevelTwo,2,Islam,No,LevelTwo,LevelTwo,NotGood,NoContraceptive
22,LevelOne,LevelTwo,0,Islam,No,LevelTwo,LevelFour,Good,NoContraceptive
47,LevelFour,LevelFour,4,Islam,No,LevelOne,LevelFour,Good,NoContraceptive
32,LevelFour,LevelFour,4,Islam,Yes,LevelOne,LevelThree,Good,NoContraceptive
37,LevelThree,LevelThree,2,Islam,No,LevelOne,LevelFour,Good,NoContraceptive
45,LevelOne,LevelThree,1,Islam,No,LevelTwo,LevelThree,NotGood,NoContraceptive
47,LevelOne,LevelFour,8,Islam,No,LevelThree,LevelThree,Good,NoContraceptive
28,LevelThree,LevelFour,0,Islam,No,LevelThree,LevelTwo,Good,NoContraceptive
48,LevelOne,LevelThree,4,Islam,No,LevelThree,LevelFour,NotGood,NoContraceptive
26,LevelTwo,LevelFour,1,Islam,No,LevelOne,LevelThree,Good,NoContraceptive
21,LevelThree,LevelFour,0,Islam,Yes,LevelThree,LevelOne,Good,NoContraceptive
20,LevelTwo,LevelThree,1,Islam,No,LevelTwo,LevelFour,Good,NoContraceptive
39,LevelOne,LevelOne,5,Islam,Yes,LevelThree,LevelOne,NotGood,NoContraceptive
27,LevelTwo,LevelThree,1,Islam,Yes,LevelThree,LevelFour,Good,NoContraceptive
37,LevelTwo,LevelThree,5,Islam,Yes,LevelThree,LevelTwo,Good,NoContraceptive
24,LevelFour,LevelFour,1,Islam,No,LevelThree,LevelThree,Good,NoContraceptive
39,LevelThree,LevelThree,6,Islam,No,LevelThree,LevelThree,Good,NoContraceptive
20,LevelThree,LevelThree,1,Islam,No,LevelTwo,LevelThree,Good,NoContraceptive
19,LevelThree,LevelFour,1,Islam,No,LevelTwo,LevelThree,Good,NoContraceptive
40,LevelThree,LevelThree,4,Islam,No,LevelTwo,LevelTwo,Good,NoContraceptive
41,LevelOne,LevelFour,4,Islam,No,LevelThree,LevelThree,Good,NoContraceptive
22,LevelFour,LevelFour,2,Islam,No,LevelOne,LevelThree,Good,NoContraceptive
32,LevelThree,LevelFour,4,Islam,No,LevelOne,LevelFour,Good,NoContraceptive
34,LevelFour,LevelFour,2,NonIslam,No,LevelOne,LevelFour,Good,NoContraceptive
34,LevelFour,LevelFour,2,Islam,Yes,LevelOne,LevelThree,Good,NoContraceptive
23,LevelFour,LevelFour,2,Islam,No,LevelOne,LevelFour,Good,NoContraceptive
27,LevelFour,LevelFour,1,Islam,No,LevelOne,LevelTwo,Good,NoContraceptive
46,LevelThree,LevelTwo,11,Islam,Yes,LevelTwo,LevelTwo,NotGood,NoContraceptive
34,LevelFour,LevelFour,3,NonIslam,No,LevelOne,LevelTwo,Good,NoContraceptive
33,LevelFour,LevelFour,5,Islam,No,LevelThree,LevelThree,Good,NoContraceptive
25,LevelThree,LevelThree,1,Islam,No,LevelThree,LevelTwo,Good,NoContraceptive
26,LevelFour,LevelFour,1,Islam,Yes,LevelOne,LevelFour,Good,NoContraceptive
48,LevelOne,LevelThree,4,Islam,No,LevelThree,LevelThree,NotGood,NoContraceptive
36,LevelFour,LevelFour,2,Islam,No,LevelThree,LevelThree,Good,NoContraceptive
38,LevelThree,LevelFour,2,NonIslam,No,LevelTwo,LevelFour,Good,NoContraceptive
44,LevelOne,LevelTwo,7,Islam,No,LevelThree,LevelFour,Good,NoContraceptive
44,LevelTwo,LevelTwo,1,Islam,Yes,LevelThree,LevelTwo,Good,NoContraceptive
39,LevelThree,LevelThree,1,NonIslam,No,LevelThree,LevelFour,Good,NoContraceptive
47,LevelOne,LevelTwo,7,Islam,Yes,LevelThree,LevelTwo,Good,NoContraceptive
43,LevelOne,LevelThree,5,Islam,Yes,LevelThree,LevelTwo,Good,NoContraceptive
29,LevelThree,LevelThree,3,Islam,Yes,LevelTwo,LevelFour,Good,NoContraceptive
22,LevelThree,LevelThree,0,Islam,No,LevelTwo,LevelTwo,Good,NoContraceptive
31,LevelTwo,LevelFour,5,Islam,No,LevelThree,LevelTwo,Good,NoContraceptive
22,LevelFour,LevelFour,0,Islam,No,LevelOne,LevelThree,Good,NoContraceptive
45,LevelThree,LevelFour,6,Islam,No,LevelTwo,LevelFour,Good,NoContraceptive
42,LevelThree,LevelFour,10,Islam,Yes,LevelThree,LevelTwo,Good,NoContraceptive
38,LevelThree,LevelThree,7,Islam,No,LevelThree,LevelOne,Good,NoContraceptive
47,LevelOne,LevelOne,6,Islam,Yes,LevelThree,LevelOne,Good,NoContraceptive
30,LevelFour,LevelFour,2,Islam,No,LevelOne,LevelFour,Good,NoContraceptive
28,LevelThree,LevelFour,1,Islam,No,LevelThree,LevelFour,Good,NoContraceptive
25,LevelThree,LevelFour,1,Islam,No,LevelTwo,LevelOne,Good,NoContraceptive
49,LevelTwo,LevelFour,6,NonIslam,No,LevelTwo,LevelThree,Good,NoContraceptive
23,LevelThree,LevelFour,2,Islam,Yes,LevelTwo,LevelThree,Good,NoContraceptive
35,LevelThree,LevelFour,1,NonIslam,No,LevelTwo,LevelThree,Good,NoContraceptive
47,LevelTwo,LevelOne,5,NonIslam,No,LevelTwo,LevelFour,Good,NoContraceptive
35,LevelTwo,LevelThree,0,Islam,No,LevelTwo,LevelFour,Good,NoContraceptive
44,LevelThree,LevelFour,6,Islam,No,LevelThree,LevelFour,Good,NoContraceptive
48,LevelFour,LevelFour,3,Islam,No,LevelTwo,LevelFour,Good,NoContraceptive
43,LevelTwo,LevelThree,6,Islam,Yes,LevelThree,LevelThree,Good,NoContraceptive
21,LevelTwo,LevelFour,2,Islam,No,LevelThree,LevelOne,Good,NoContraceptive
22,LevelFour,LevelFour,0,Islam,No,LevelOne,LevelFour,Good,NoContraceptive
41,LevelThree,LevelThree,5,Islam,No,LevelThree,LevelFour,Good,NoContraceptive
29,LevelTwo,LevelFour,2,Islam,Yes,LevelFour,LevelFour,NotGood,NoContraceptive
44,LevelFour,LevelFour,5,NonIslam,No,LevelTwo,LevelFour,Good,NoContraceptive
22,LevelFour,LevelFour,0,Islam,Yes,LevelOne,LevelFour,Good,NoContraceptive
23,LevelTwo,LevelFour,4,Islam,No,LevelThree,LevelThree,Good,NoContraceptive
22,LevelTwo,LevelOne,0,Islam,No,LevelThree,LevelTwo,Good,NoContraceptive
35,LevelOne,LevelThree,0,Islam,No,LevelTwo,LevelTwo,NotGood,NoContraceptive
24,LevelFour,LevelFour,1,Islam,No,LevelTwo,LevelTwo,Good,NoContraceptive
36,LevelFour,LevelFour,4,Islam,No,LevelOne,LevelFour,Good,NoContraceptive
47,LevelOne,LevelTwo,2,Islam,No,LevelTwo,LevelFour,Good,NoContraceptive
40,LevelFour,LevelFour,3,Islam,No,LevelThree,LevelFour,Good,NoContraceptive
29,LevelFour,LevelFour,1,Islam,No,LevelOne,LevelThree,Good,NoContraceptive
